project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00786,MP020,West-21,West Bengal,West District 1,Drinking Water Supply,"Drinking Water Supply at West District 1, Ward 25",2385284.45,2148143.94,2385284.45,Completed,2025-07-04,2025-07-28,Cantonment Board Works Wing,True,CTR0054,22.782712,87.361469,22.782712,87.361469,False,
PRJ00787,MP020,West-21,West Bengal,West District 1,Street Lighting,"Street Lighting at West District 1, Ward 10",413032.34,400837.8,413032.34,Work In Progress,2025-10-09,2025-11-04,Zilla Parishad PWD Division,False,CTR0036,22.484095,87.739861,22.484095,87.739861,False,
PRJ00788,MP020,West-21,West Bengal,West District 1,Public Toilet Complex,"Public Toilet Complex at West District 1, Ward 20",988376.18,868345.08,988376.18,Work In Progress,2025-03-21,2025-04-14,Public Works Department (PWD),False,CTR0104,22.740066,87.426966,22.740066,87.426966,False,
PRJ00789,MP020,West-21,West Bengal,West District 1,Sports Infrastructure,"Sports Infrastructure at West District 1, Ward 11",3456395.92,3140259.37,3456395.92,Completed,2025-05-15,2025-06-12,Panchayati Raj Engineering Department,True,CTR0039,22.994277,88.39361,22.994277,88.39361,False,
PRJ00790,MP020,West-21,West Bengal,West District 1,Sports Infrastructure,"Sports Infrastructure at West District 1, Ward 20",3013749.08,2855854.72,3013749.08,Payment Released,2024-08-02,2024-08-24,Municipal Corporation Engineering Cell,False,CTR0081,23.340186,88.372768,23.340186,88.372768,False,
PRJ00791,MP020,West-21,West Bengal,West District 1,School Building Repair,"School Building Repair at West District 1, Ward 5",1179426.8,1136423.75,1179426.8,Payment Released,2024-09-22,2024-11-30,Cantonment Board Works Wing,False,CTR0088,23.028059,87.500145,23.028059,87.500145,False,
PRJ00792,MP020,West-21,West Bengal,West District 1,Borewell / Handpump,"Borewell / Handpump at West District 1, Ward 11",103256.66,90462.81,103256.66,Payment Released,2025-08-18,2025-10-13,Cantonment Board Works Wing,False,CTR0065,22.704972,87.321697,22.704972,87.321697,False,
PRJ00793,MP020,West-21,West Bengal,West District 1,Community Hall,"Community Hall at West District 1, Ward 19",4021829.48,3923068.22,4021829.48,Payment Released,2024-09-21,2024-10-17,Public Works Department (PWD),False,CTR0098,22.558555,87.444578,22.558555,87.444578,False,
PRJ00794,MP020,West-21,West Bengal,West District 1,Library / Reading Room,"Library / Reading Room at West District 1, Ward 24",1467188.11,1357341.92,1467188.11,Payment Released,2025-10-29,2025-12-30,Cantonment Board Works Wing,False,CTR0086,23.477706,87.416852,23.477706,87.416852,False,
PRJ00795,MP020,West-21,West Bengal,West District 1,Sports Infrastructure,"Sports Infrastructure at West District 1, Ward 1",1485021.29,1276886.52,1485021.29,Completed,2025-02-19,2025-03-25,Public Works Department (PWD),True,CTR0037,22.959294,88.00904,22.959294,88.00904,False,
PRJ00796,MP020,West-21,West Bengal,West District 1,Sports Infrastructure,"Sports Infrastructure at West District 1, Ward 2",3015409.64,2937099.99,3015409.64,Sanctioned,2025-01-06,2025-02-05,Municipal Corporation Engineering Cell,False,CTR0014,22.975187,88.214625,22.975187,88.214625,False,
PRJ00797,MP020,West-21,West Bengal,West District 1,Road Construction,"Road Construction at West District 1, Ward 10",2689013.49,2459956.43,2689013.49,Work In Progress,2026-03-24,2026-05-07,Municipal Corporation Engineering Cell,False,CTR0026,23.459909,87.842658,23.459909,87.842658,False,
PRJ00798,MP020,West-21,West Bengal,West District 1,School Building Repair,"School Building Repair at West District 1, Ward 10",1913064.33,1875213.83,1913064.33,Work In Progress,2026-04-16,2026-06-24,Cantonment Board Works Wing,False,CTR0019,23.357501,87.720224,23.357501,87.720224,False,
PRJ00799,MP020,West-21,West Bengal,West District 1,Street Lighting,"Street Lighting at West District 1, Ward 15",383634.22,351561.72,383634.22,Payment Released,2025-09-10,2025-10-28,Zilla Parishad PWD Division,False,CTR0097,22.88232,88.233491,22.88232,88.233491,False,
PRJ00800,MP020,West-21,West Bengal,West District 1,Community Hall,"Community Hall at West District 1, Ward 18",2756190.44,2560203.21,2756190.44,Completed,2025-05-02,2025-07-06,Cantonment Board Works Wing,True,CTR0079,23.270559,87.734122,23.270559,87.734122,False,
PRJ00801,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Sports Infrastructure,"Sports Infrastructure at Tamil District 1, Ward 10",1260320.7,1208055.43,1260320.7,Sanctioned,2026-06-06,2026-08-06,Cantonment Board Works Wing,False,CTR0050,11.192624,78.877264,11.192624,78.877264,False,
PRJ00802,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Road Construction,"Road Construction at Tamil District 1, Ward 22",2439937.27,2205492.42,2439937.27,Payment Released,2024-06-15,2024-07-30,Public Works Department (PWD),False,CTR0119,10.597769,78.332007,10.597769,78.332007,False,
PRJ00803,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drainage System,"Drainage System at Tamil District 1, Ward 9",2727317.76,2802896.15,2727317.76,Sanctioned,2025-12-08,2026-02-16,Cantonment Board Works Wing,False,CTR0071,11.145714,78.710447,11.145714,78.710447,True,cost_inflation
PRJ00804,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Street Lighting,"Street Lighting at Tamil District 1, Ward 8",364709.9,345302.1,364709.9,Completed,2025-09-09,2025-09-29,Public Works Department (PWD),True,CTR0080,11.281166,79.08942,11.281166,79.08942,False,
PRJ00805,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drainage System,"Drainage System at Tamil District 1, Ward 20",2945015.02,2816790.73,2945015.02,Work In Progress,2026-06-03,2026-07-30,Cantonment Board Works Wing,False,CTR0097,10.508829,78.721847,10.508829,78.721847,False,
PRJ00806,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Street Lighting,"Street Lighting at Tamil District 1, Ward 10",840578.14,782647.93,840578.14,Completed,2025-02-18,2025-03-09,Municipal Corporation Engineering Cell,True,CTR0100,11.049846,79.234021,11.049846,79.234021,False,
PRJ00807,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Public Toilet Complex,"Public Toilet Complex at Tamil District 1, Ward 6",402257.27,369400.83,402257.27,Completed,2026-02-27,2026-04-20,District Rural Development Agency,True,CTR0023,11.198574,78.528125,11.198574,78.528125,False,
PRJ00808,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Borewell / Handpump,"Borewell / Handpump at Tamil District 1, Ward 2",259283.3,256775.63,259283.3,Sanctioned,2026-05-20,2026-07-29,Public Works Department (PWD),False,CTR0095,11.594649,78.351218,11.594649,78.351218,False,
PRJ00809,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drinking Water Supply,"Drinking Water Supply at Tamil District 1, Ward 6",2120742.57,2085698.28,2120742.57,Work In Progress,2026-07-05,2026-08-07,Municipal Corporation Engineering Cell,False,CTR0036,11.220642,78.736063,11.220642,78.736063,False,
PRJ00810,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Library / Reading Room,"Library / Reading Room at Tamil District 1, Ward 15",797499.18,744535.48,797499.18,Payment Released,2025-05-14,2025-06-04,Zilla Parishad PWD Division,False,CTR0109,11.391163,78.43572,11.391163,78.43572,False,
PRJ00811,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Borewell / Handpump,"Borewell / Handpump at Tamil District 1, Ward 20",191689.69,182873.91,191689.69,Payment Released,2025-06-18,2025-07-27,Zilla Parishad PWD Division,False,CTR0006,11.688771,78.433469,11.688771,78.433469,False,
PRJ00812,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Road Construction,"Road Construction at Tamil District 1, Ward 22",2150533.08,2048665.25,2150533.08,Completed,2024-09-11,2024-09-30,Panchayati Raj Engineering Department,True,CTR0100,11.558929,78.344213,11.558929,78.344213,False,
PRJ00813,MP021,Tamil-37,Tamil Nadu,Tamil District 1,School Building Repair,"School Building Repair at Tamil District 1, Ward 12",792332.8,734344.57,792332.8,Payment Released,2025-09-03,2025-11-21,Panchayati Raj Engineering Department,False,CTR0063,11.628828,78.157338,11.628828,78.157338,False,
PRJ00814,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Community Hall,"Community Hall at Tamil District 1, Ward 8",2859483.28,2612764.57,2859483.28,Completed,2024-11-06,2024-12-28,Panchayati Raj Engineering Department,True,CTR0101,10.962663,79.198499,10.962663,79.198499,False,
PRJ00815,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Borewell / Handpump,"Borewell / Handpump at Tamil District 1, Ward 18",205624.93,182870.71,205624.93,Work In Progress,2024-11-19,2024-12-24,Panchayati Raj Engineering Department,False,CTR0017,10.688283,79.237078,10.58778155900233,79.35296752502347,True,geo_mismatch
PRJ00816,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drinking Water Supply,"Drinking Water Supply at Tamil District 1, Ward 22",2239597.77,2163894.64,2239597.77,Work In Progress,2026-05-06,2026-05-30,Municipal Corporation Engineering Cell,False,CTR0012,11.174574,78.763245,11.174574,78.763245,False,
PRJ00817,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drainage System,"Drainage System at Tamil District 1, Ward 25",1706217.44,1455668.85,1706217.44,Payment Released,2025-03-16,2025-05-10,Municipal Corporation Engineering Cell,False,CTR0043,11.367407,78.138984,11.367407,78.138984,False,
PRJ00818,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Library / Reading Room,"Library / Reading Room at Tamil District 1, Ward 25",1459459.1,1254463.79,1459459.1,Completed,2024-05-07,2024-06-23,Panchayati Raj Engineering Department,True,CTR0068,11.162026,79.109315,11.162026,79.109315,False,
PRJ00819,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Road Construction,"Road Construction at Tamil District 1, Ward 8",4107943.85,3870974.38,4107943.85,Payment Released,2025-10-22,2025-11-25,Public Works Department (PWD),False,CTR0015,10.986857,78.149299,10.986857,78.149299,False,
PRJ00820,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Library / Reading Room,"Library / Reading Room at Tamil District 1, Ward 22",1091918.5,972033.58,1091918.5,Completed,2025-06-05,2025-06-25,District Rural Development Agency,True,CTR0118,11.473759,78.166432,11.473759,78.166432,False,
PRJ00821,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drainage System,"Drainage System at Tamil District 1, Ward 13",2357466.02,2295192.28,2357466.02,Completed,2024-11-12,2025-02-04,District Rural Development Agency,True,CTR0049,11.277024,79.262733,11.277024,79.262733,False,
PRJ00822,MP021,Tamil-37,Tamil Nadu,Tamil District 1,School Building Repair,"School Building Repair at Tamil District 1, Ward 17",410715.94,356924.86,410715.94,Completed,2025-04-03,2025-04-18,District Rural Development Agency,True,CTR0070,11.210992,78.678992,11.210992,78.678992,False,
PRJ00823,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drainage System,"Drainage System at Tamil District 1, Ward 16",1601158.69,1453117.73,1601158.69,Completed,2025-03-27,2025-05-03,Public Works Department (PWD),True,CTR0066,11.009246,78.957635,11.009246,78.957635,False,
PRJ00824,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Road Construction,"Road Construction at Tamil District 1, Ward 11",1214339.16,1055983.45,1214339.16,Completed,2025-12-22,2026-03-05,Municipal Corporation Engineering Cell,True,CTR0038,10.946204,78.131007,10.946204,78.131007,False,
PRJ00825,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Sports Infrastructure,"Sports Infrastructure at Tamil District 1, Ward 25",648196.55,551936.37,648196.55,Completed,2024-09-28,2024-12-20,Municipal Corporation Engineering Cell,True,CTR0011,10.601719,79.069151,10.601719,79.069151,False,
PRJ00826,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Sports Infrastructure,"Sports Infrastructure at Tamil District 1, Ward 21",2517844.25,2435831.24,2517844.25,Sanctioned,2025-12-08,2026-02-24,Cantonment Board Works Wing,False,CTR0069,11.458899,78.710175,11.340245717792781,78.6492765181571,True,geo_mismatch
PRJ00827,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Street Lighting,"Street Lighting at Tamil District 1, Ward 7",319248.44,309313.73,319248.44,Completed,2024-06-06,2024-06-22,District Rural Development Agency,True,CTR0111,10.724289,78.179992,10.724289,78.179992,False,
PRJ00828,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Sports Infrastructure,"Sports Infrastructure at Tamil District 1, Ward 25",1532637.21,1430246.43,1532637.21,Work In Progress,2026-08-02,2026-08-22,Cantonment Board Works Wing,False,CTR0107,11.581957,79.211432,11.581957,79.211432,False,
PRJ00829,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drinking Water Supply,"Drinking Water Supply at Tamil District 1, Ward 24",850789.21,836530.68,850789.21,Completed,2026-01-16,2026-04-01,District Rural Development Agency,True,CTR0083,11.05193,78.828368,11.05193,78.828368,False,
PRJ00830,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Borewell / Handpump,"Borewell / Handpump at Tamil District 1, Ward 2",152521.71,131613.64,152521.71,Payment Released,2026-03-19,2026-05-06,Zilla Parishad PWD Division,False,CTR0004,11.170964,78.70334,11.170964,78.70334,False,
PRJ00831,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Community Hall,"Community Hall at Tamil District 1, Ward 18",2537344.19,2379643.56,2537344.19,Work In Progress,2024-12-25,2025-02-05,Zilla Parishad PWD Division,False,CTR0010,10.510195,79.013207,10.510195,79.013207,False,
PRJ00832,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Community Hall,"Community Hall at Tamil District 1, Ward 14",1075266.86,1068037.07,1075266.86,Completed,2026-02-05,2026-04-04,Zilla Parishad PWD Division,True,CTR0074,10.788182,78.48823,10.788182,78.48823,False,
PRJ00833,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drinking Water Supply,"Drinking Water Supply at Tamil District 1, Ward 11",1083626.68,1012126.17,1083626.68,Completed,2025-05-22,2025-06-06,Public Works Department (PWD),False,CTR0058,10.963755,78.6043,10.963755,78.6043,False,
PRJ00834,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Road Construction,"Road Construction at Tamil District 1, Ward 1",4001283.88,3825309.58,4001283.88,Completed,2025-03-11,2025-05-31,Panchayati Raj Engineering Department,True,CTR0050,10.82482,78.54459,10.82482,78.54459,True,duplicate_photo
PRJ00835,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Library / Reading Room,"Library / Reading Room at Tamil District 1, Ward 2",312605.69,284954.33,312605.69,Payment Released,2026-01-15,2026-03-30,Panchayati Raj Engineering Department,False,CTR0009,11.064841,78.158978,11.064841,78.158978,False,
PRJ00836,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Community Hall,"Community Hall at Tamil District 1, Ward 10",3160585.93,2868556.83,3160585.93,Completed,2026-01-01,2026-01-24,District Rural Development Agency,True,CTR0046,11.525279,78.998799,11.525279,78.998799,False,
PRJ00837,MP021,Tamil-37,Tamil Nadu,Tamil District 1,School Building Repair,"School Building Repair at Tamil District 1, Ward 13",1857361.61,1727387.22,1857361.61,Work In Progress,2024-09-29,2024-11-22,Public Works Department (PWD),False,CTR0078,11.215672,78.539234,11.215672,78.539234,False,
PRJ00838,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Drinking Water Supply,"Drinking Water Supply at Tamil District 1, Ward 6",556845.39,518160.71,556845.39,Completed,2024-07-23,2024-10-03,Public Works Department (PWD),True,CTR0106,11.623884,78.470023,11.623884,78.470023,False,
PRJ00839,MP021,Tamil-37,Tamil Nadu,Tamil District 1,Sports Infrastructure,"Sports Infrastructure at Tamil District 1, Ward 18",512656.32,486258.26,512656.32,Completed,2025-01-03,2025-01-26,Public Works Department (PWD),True,CTR0008,10.945525,78.702039,10.957773,78.797547,True,phantom_work
PRJ00840,MP021,Tamil-37,Tamil Nadu,Tamil District 1,School Building Repair,"School Building Repair at Tamil District 1, Ward 24",1654096.61,1543901.73,1654096.61,Work In Progress,2026-03-08,2026-05-11,Cantonment Board Works Wing,False,CTR0082,11.339433,78.594421,11.339433,78.594421,False,
PRJ00841,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 5",1692848.84,1524748.64,1692848.84,Work In Progress,2026-05-05,2026-06-22,Panchayati Raj Engineering Department,False,CTR0002,23.38824,88.004844,23.38824,88.004844,False,
PRJ00842,MP022,West-26,West Bengal,West District 3,Community Hall,"Community Hall at West District 3, Ward 13",4733051.48,4374236.76,4733051.48,Sanctioned,2025-07-15,2025-10-05,Panchayati Raj Engineering Department,False,CTR0006,23.373697,87.621202,23.373697,87.621202,False,
PRJ00843,MP022,West-26,West Bengal,West District 3,Sports Infrastructure,"Sports Infrastructure at West District 3, Ward 7",3178395.82,3111163.48,3178395.82,Completed,2025-11-18,2025-12-16,Zilla Parishad PWD Division,True,CTR0071,22.406528,88.337994,22.406528,88.337994,False,
PRJ00844,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 17",1399413.4,1256792.37,1399413.4,Completed,2025-04-11,2025-05-29,Cantonment Board Works Wing,True,CTR0028,22.461974,87.655412,22.461974,87.655412,False,
PRJ00845,MP022,West-26,West Bengal,West District 3,Borewell / Handpump,"Borewell / Handpump at West District 3, Ward 9",281542.07,271270.96,281542.07,Work In Progress,2026-04-06,2026-04-30,Panchayati Raj Engineering Department,False,CTR0021,22.698401,88.193331,22.698401,88.193331,False,
PRJ00846,MP022,West-26,West Bengal,West District 3,Street Lighting,"Street Lighting at West District 3, Ward 2",409220.28,362958.84,409220.28,Payment Released,2024-08-11,2024-10-12,Panchayati Raj Engineering Department,False,CTR0015,22.375904,87.458051,22.375904,87.458051,False,
PRJ00847,MP022,West-26,West Bengal,West District 3,Sports Infrastructure,"Sports Infrastructure at West District 3, Ward 10",1184923.61,1100956.3,1184923.61,Completed,2024-08-30,2024-10-07,District Rural Development Agency,True,CTR0060,23.086523,87.579825,23.086523,87.579825,False,
PRJ00848,MP022,West-26,West Bengal,West District 3,Community Hall,"Community Hall at West District 3, Ward 19",883848.16,797899.65,883848.16,Work In Progress,2024-11-04,2024-12-05,Cantonment Board Works Wing,False,CTR0033,22.952181,87.387284,22.952181,87.387284,False,
PRJ00849,MP022,West-26,West Bengal,West District 3,Public Toilet Complex,"Public Toilet Complex at West District 3, Ward 21",860889.71,804313.36,860889.71,Work In Progress,2025-09-04,2025-11-18,Cantonment Board Works Wing,False,CTR0043,23.18906,88.094232,23.18906,88.094232,False,
PRJ00850,MP022,West-26,West Bengal,West District 3,Street Lighting,"Street Lighting at West District 3, Ward 7",371026.03,356856.42,371026.03,Payment Released,2025-06-12,2025-08-27,District Rural Development Agency,False,CTR0013,22.754747,87.663321,22.754747,87.663321,False,
PRJ00851,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 22",2807284.85,2664730.73,2807284.85,Payment Released,2025-12-19,2026-02-25,Panchayati Raj Engineering Department,False,CTR0063,23.383928,87.418256,23.383928,87.418256,False,
PRJ00852,MP022,West-26,West Bengal,West District 3,School Building Repair,"School Building Repair at West District 3, Ward 19",1682740.03,1535106.65,1682740.03,Payment Released,2026-01-21,2026-02-26,Panchayati Raj Engineering Department,False,CTR0089,22.407208,87.825338,22.407208,87.825338,False,
PRJ00853,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 1",2373735.78,2312344.29,2373735.78,Completed,2025-11-12,2025-12-03,Municipal Corporation Engineering Cell,True,CTR0011,23.015277,87.407583,23.015277,87.407583,True,duplicate_photo
PRJ00854,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 24",1513990.07,1498877.83,1513990.07,Completed,2025-03-12,2025-06-05,Cantonment Board Works Wing,False,CTR0032,22.713516,87.493181,22.713516,87.493181,False,
PRJ00855,MP022,West-26,West Bengal,West District 3,Drinking Water Supply,"Drinking Water Supply at West District 3, Ward 22",823874.66,721436.47,823874.66,Completed,2024-08-20,2024-10-09,Municipal Corporation Engineering Cell,True,CTR0036,22.435892,87.984225,22.435892,87.984225,False,
PRJ00856,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 25",4493909.14,4530866.64,4493909.14,Payment Released,2025-12-08,2025-12-29,Zilla Parishad PWD Division,False,CTR0016,22.644883,87.969455,22.644883,87.969455,True,cost_inflation
PRJ00857,MP022,West-26,West Bengal,West District 3,School Building Repair,"School Building Repair at West District 3, Ward 21",1230167.33,1098572.64,1230167.33,Payment Released,2026-03-15,2026-04-20,Municipal Corporation Engineering Cell,False,CTR0063,22.636546,87.491699,22.636546,87.491699,False,
PRJ00858,MP022,West-26,West Bengal,West District 3,Library / Reading Room,"Library / Reading Room at West District 3, Ward 18",1230692.06,1226093.06,1230692.06,Completed,2025-11-17,2025-12-10,Municipal Corporation Engineering Cell,True,CTR0011,22.578748,88.357557,22.578748,88.357557,False,
PRJ00859,MP022,West-26,West Bengal,West District 3,Street Lighting,"Street Lighting at West District 3, Ward 3",627079.23,573448.08,627079.23,Payment Released,2025-06-04,2025-09-01,Cantonment Board Works Wing,False,CTR0034,22.644709,88.184153,22.644709,88.184153,False,
PRJ00860,MP022,West-26,West Bengal,West District 3,Community Hall,"Community Hall at West District 3, Ward 21",1084673.91,1000378.5,1084673.91,Sanctioned,2024-11-04,2025-01-23,Panchayati Raj Engineering Department,False,CTR0115,22.90376,87.679123,22.90376,87.679123,False,
PRJ00861,MP022,West-26,West Bengal,West District 3,Road Construction,"Road Construction at West District 3, Ward 25",4242621.07,4147531.33,4242621.07,Payment Released,2025-11-16,2025-12-30,Public Works Department (PWD),False,CTR0105,22.960654,88.291066,22.960654,88.291066,False,
PRJ00862,MP022,West-26,West Bengal,West District 3,Library / Reading Room,"Library / Reading Room at West District 3, Ward 9",611986.92,546404.53,611986.92,Payment Released,2026-04-19,2026-06-12,Panchayati Raj Engineering Department,False,CTR0028,23.453934,87.675414,23.453934,87.675414,False,
PRJ00863,MP022,West-26,West Bengal,West District 3,Sports Infrastructure,"Sports Infrastructure at West District 3, Ward 12",577007.14,537566.9,577007.14,Completed,2024-11-30,2025-01-15,Municipal Corporation Engineering Cell,False,CTR0018,22.819901,88.25963,22.9021,88.125252,True,phantom_work
PRJ00864,MP022,West-26,West Bengal,West District 3,Drinking Water Supply,"Drinking Water Supply at West District 3, Ward 24",2050197.66,1782917.84,2050197.66,Completed,2024-08-04,2024-10-11,Panchayati Raj Engineering Department,True,CTR0029,22.582679,88.419005,22.582679,88.419005,False,
PRJ00865,MP022,West-26,West Bengal,West District 3,School Building Repair,"School Building Repair at West District 3, Ward 3",1136582.53,1130746.82,1136582.53,Payment Released,2026-02-22,2026-03-25,Panchayati Raj Engineering Department,False,CTR0018,22.558323,88.273325,22.558323,88.273325,False,
PRJ00866,MP022,West-26,West Bengal,West District 3,Drinking Water Supply,"Drinking Water Supply at West District 3, Ward 8",1787404.68,1769051.0,1787404.68,Completed,2024-06-04,2024-08-25,Cantonment Board Works Wing,True,CTR0047,22.406812,87.913831,22.406812,87.913831,False,
PRJ00867,MP022,West-26,West Bengal,West District 3,Library / Reading Room,"Library / Reading Room at West District 3, Ward 5",676629.01,591312.34,676629.01,Work In Progress,2026-03-25,2026-04-18,Panchayati Raj Engineering Department,False,CTR0088,23.461627,88.397699,23.461627,88.397699,False,
PRJ00868,MP022,West-26,West Bengal,West District 3,Public Toilet Complex,"Public Toilet Complex at West District 3, Ward 22",239678.91,210688.2,239678.91,Payment Released,2025-04-17,2025-05-07,Panchayati Raj Engineering Department,False,CTR0021,22.799542,87.838622,22.799542,87.838622,False,
PRJ00869,MP022,West-26,West Bengal,West District 3,Borewell / Handpump,"Borewell / Handpump at West District 3, Ward 2",141224.83,139284.61,141224.83,Payment Released,2025-10-10,2025-12-11,Zilla Parishad PWD Division,False,CTR0095,23.237549,87.323281,23.237549,87.323281,False,
PRJ00870,MP022,West-26,West Bengal,West District 3,Street Lighting,"Street Lighting at West District 3, Ward 9",356392.66,336820.79,356392.66,Completed,2024-07-04,2024-07-24,District Rural Development Agency,True,CTR0098,22.386288,88.390807,22.386288,88.390807,False,
PRJ00871,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 17",1084251.78,950832.08,1084251.78,Work In Progress,2025-07-02,2025-07-23,Municipal Corporation Engineering Cell,False,CTR0030,22.993687,88.449575,22.993687,88.449575,False,
PRJ00872,MP022,West-26,West Bengal,West District 3,Drainage System,"Drainage System at West District 3, Ward 2",1955003.67,1912753.65,1955003.67,Payment Released,2026-01-17,2026-03-30,Public Works Department (PWD),False,CTR0050,22.821614,87.531408,22.821614,87.531408,False,
PRJ00873,MP022,West-26,West Bengal,West District 3,Road Construction,"Road Construction at West District 3, Ward 17",1415467.91,1246861.76,1415467.91,Payment Released,2024-05-13,2024-08-05,Cantonment Board Works Wing,False,CTR0084,22.686024,87.858584,22.686024,87.858584,False,
PRJ00874,MP022,West-26,West Bengal,West District 3,School Building Repair,"School Building Repair at West District 3, Ward 18",572369.38,499340.71,572369.38,Completed,2024-06-16,2024-09-08,Panchayati Raj Engineering Department,True,CTR0107,22.911982,87.852699,22.911982,87.852699,False,
PRJ00875,MP022,West-26,West Bengal,West District 3,Library / Reading Room,"Library / Reading Room at West District 3, Ward 12",839259.33,814925.98,839259.33,Work In Progress,2025-08-25,2025-09-26,Public Works Department (PWD),False,CTR0023,22.304388,87.684071,22.304388,87.684071,False,
PRJ00876,MP022,West-26,West Bengal,West District 3,Library / Reading Room,"Library / Reading Room at West District 3, Ward 17",459443.1,432614.87,459443.1,Completed,2024-09-09,2024-11-26,District Rural Development Agency,True,CTR0021,22.362817,87.577175,22.506173,87.487344,True,phantom_work
PRJ00877,MP022,West-26,West Bengal,West District 3,School Building Repair,"School Building Repair at West District 3, Ward 17",725360.92,657833.33,725360.92,Completed,2025-07-11,2025-10-04,Municipal Corporation Engineering Cell,False,CTR0049,23.393001,88.038417,23.393001,88.038417,False,
PRJ00878,MP022,West-26,West Bengal,West District 3,Drinking Water Supply,"Drinking Water Supply at West District 3, Ward 16",762607.59,718630.22,762607.59,Completed,2025-01-20,2025-03-28,Zilla Parishad PWD Division,True,CTR0046,22.347469,87.783647,22.347469,87.783647,False,
PRJ00879,MP022,West-26,West Bengal,West District 3,Public Toilet Complex,"Public Toilet Complex at West District 3, Ward 15",486591.39,453018.24,486591.39,Completed,2025-10-08,2025-12-19,Municipal Corporation Engineering Cell,True,CTR0020,23.437148,87.870205,23.530738,87.980351,True,phantom_work
PRJ00880,MP022,West-26,West Bengal,West District 3,Borewell / Handpump,"Borewell / Handpump at West District 3, Ward 9",92680.39,89389.71,92680.39,Work In Progress,2024-09-07,2024-09-23,Cantonment Board Works Wing,False,CTR0030,22.463804,87.574405,22.463804,87.574405,False,
PRJ00881,MP023,Bihar-16,Bihar,Bihar District 1,Borewell / Handpump,"Borewell / Handpump at Bihar District 1, Ward 23",283236.33,259732.19,283236.33,Work In Progress,2025-09-21,2025-11-15,Panchayati Raj Engineering Department,False,CTR0024,25.008516,85.483278,25.008516,85.483278,False,
PRJ00882,MP023,Bihar-16,Bihar,Bihar District 1,Community Hall,"Community Hall at Bihar District 1, Ward 24",4321963.57,4293425.68,4321963.57,Payment Released,2024-05-26,2024-07-28,Zilla Parishad PWD Division,False,CTR0085,25.637608,84.979663,25.637608,84.979663,False,
PRJ00883,MP023,Bihar-16,Bihar,Bihar District 1,Community Hall,"Community Hall at Bihar District 1, Ward 7",2350381.85,2294873.3,2350381.85,Completed,2025-07-20,2025-08-18,Public Works Department (PWD),True,CTR0062,25.434618,85.292564,25.434618,85.292564,False,
